0	1	2	3	4	5	6
125		104	4	1		
125		110	4	0		
125		151	2	0		
125		163	3	0		
125		164	2	0		
125		165	4	0		
125		170	0	1		
125		180	2	1		
125		196	0	0		
125		208	3	0		
125		223	4	1		
125		231	4	1		
125		235	3	5		
125		253	1	3		
125		266	0	2		
125		288	3	6		
125		316	1	0		
125		318	4	6		
125		327	2	0		
125		454	3	2		
125		457	3	0		
125		471	2	1		
125		474	2	0		
125		491	1	2		
126		1	4	4		
126		2	1	8		
126		5	1	1		
126		6	2	0		
126		7	1	1		
126		10	2	0		
126		11	1	1		
126		16	1	5		
126		19	1	8		
126		25	1	2		
126		32	2	7		
126		47	4	2		
126		50	4	6		
126		62	2	2		
126		104	2	1		
126		110	4	0		
126		153	0	0		
126		160	1	0		
126		161	2	0		
126		163	1	0		
126		165	0	0		
126		186	1	1		
126		196	0	0		
126		208	0	0		
126		225	0	2		
126		231	2	1		
126		235	1	5		
126		252	1	1		
126		253	1	3		
126		266	3	2		
126		288	0	6		
126		315	1	0		
126		316	2	0		
126		318	4	6		
126		337	3	2		
126		454	2	2		
126		457	3	0		
126		474	2	0		
126		494	1	0		
128		2	4	8		
128		11	3	1		
128		17	4	2		
128		21	2	1		
128		28	3	2		
128		32	4	7		
128		110	4	0		
128		186	2	1		
128		207	3	2		
128		232	3	1		
128		253	3	3		
128		256	2	1		
128		265	4	2		
128		266	2	2		
128		282	2	2		
128		314	4	2		
128		318	4	6		
128		457	3	0		
128		468	4	1		
129		88	1	1		
129		180	3	1		
129		223	4	1		
130		50	3	6		
130		306	3	2		
131		11	2	1		
131		16	4	5		
131		21	2	1		
131		22	1	6		
131		25	4	2		
131		47	4	2		
131		50	3	6		
131		70	4	0		
131		104	3	1		
131		153	2	0		
131		158	1	1		
131		161	2	0		
131		208	2	0		
131		216	0	1		
131		223	4	1		
131		235	2	5		
131		246	0	10		
131		247	4	5		
131		253	2	3		
131		288	4	6		
131		329	1	0		
131		457	3	0		
131		466	0	1		
132		10	1	0		
132		110	2	0		
132		165	2	0		
132		231	2	1		
132		316	1	0		
132		318	3	6		
132		329	1	0		
132		457	2	0		
134		1	4	4		
134		5	3	1		
134		6	4	0		
134		32	3	7		
134		62	3	2		
134		79	2	2		
135		1	3	4		
135		6	2	0		
135		10	3	0		
135		21	4	1		
135		32	3	7		
135		110	3	0		
135		153	4	0		
135		165	3	0		
135		253	2	3		
135		288	2	6		
135		316	4	0		
135		329	4	0		
135		457	3	0		
136		1	3	4		
136		21	2	1		
136		104	3	1		
136		196	2	0		
136		230	4	6		
136		235	2	5		
136		318	4	6		
136		333	3	1		
136		454	3	2		
136		457	3	0		
136		471	4	1		
137		1	4	4		
137		24	2	2		
137		25	1	2		
137		47	4	2		
137		50	3	6		
137		65	2	1		
137		86	2	8		
137		227	2	0		
137		234	1	1		
137		318	4	6		
137		457	4	0		
138		16	2	5		
138		19	0	8		
138		25	2	2		
138		32	3	7		
138		47	3	2		
138		50	3	6		
138		110	2	0		
138		222	2	2		
138		282	0	2		
138		315	0	0		
138		318	3	6		
138		329	3	0		
139		1	2	4		
139		2	2	8		
139		5	1	1		
139		7	2	1		
139		8	2	8		
139		10	2	0		
139		17	1	2		
139		22	2	6		
139		24	3	2		
139		25	2	2		
139		32	3	7		
139		47	4	2		
139		57	1	1		
139		64	1	1		
139		70	3	0		
139		86	3	8		
139		88	3	1		
139		104	3	1		
139		110	4	0		
139		122	2	1		
139		126	2	8		
139		151	3	0		
139		153	2	0		
139		157	4	1		
139		158	2	1		
139		160	3	0		
139		161	3	0		
139		162	2	10		
139		163	2	0		
139		165	3	0		
139		168	3	0		
139		169	1	8		
139		177	3	3		
139		179	2	2		
139		185	2	0		
139		188	4	0		
139		196	4	0		
139		198	3	0		
139		203	0	1		
139		204	1	0		
139		207	3	2		
139		208	3	0		
139		223	4	1		
139		225	1	2		
139		227	2	0		
139		231	3	1		
139		233	3	2		
139		240	2	9		
139		246	2	10		
139		252	2	1		
139		253	4	3		
139		256	1	1		
139		257	3	0		
139		258	2	8		
139		266	4	2		
139		275	2	1		
139		316	3	0		
139		317	1	1		
139		318	4	6		
139		327	3	0		
139		328	2	0		
139		329	1	0		
139		330	1	3		
139		332	2	3		
139		333	3	1		
139		338	3	0		
139		450	3	1		
139		454	3	2		
139		464	2	0		
139		465	3	0		
139		466	2	1		
139		473	1	1		
139		491	3	2		
139		493	2	6		
140		16	2	5		
140		50	4	6		
140		266	2	2		
140		318	3	6		
140		337	3	2		
141		1	4	4		
141		10	1	0		
141		17	3	2		
141		25	2	2		
141		62	3	2		
141		231	0	1		
141		253	2	3		
141		256	3	1		
141		288	0	6		
141		454	3	2		
141		457	4	0		
142		1	3	4		
142		25	2	2		
142		29	2	9		
142		32	2	7		
142		50	3	6		
142		62	2	2		
142		81	2	6		
142		82	2	1		
142		86	3	8		
142		230	2	6		
142		454	2	2		
142		457	3	0		
142		494	2	0		
143		1	1	4		
143		5	3	1		
143		10	2	0		
143		11	2	1		
143		19	3	8		
143		21	2	1		
143		24	3	2		
143		25	0	2		
143		32	3	7		
143		45	2	1		
143		47	3	2		
143		57	3	1		
143		62	2	2		
143		63	4	1		
143		65	1	1		
143		69	2	1		
143		87	0	1		
143		88	4	1		
143		93	0	1		
143		102	1	1		
143		104	3	1		
143		110	4	0		
143		118	3	1		
143		125	2	1		
143		126	0	8		
143		135	2	1		
143		153	1	0		
143		157	2	1		
143		162	1	10		
143		163	1	0		
143		180	4	1		
143		185	1	0		
143		186	2	1		
143		195	0	1		
143		203	4	1		
143		205	3	1		
143		212	4	8		
143		216	3	1		
143		217	0	2		
143		223	4	1		
143		231	4	1		
143		234	0	1		
143		236	1	1		
143		239	3	4		
143		246	1	10		
143		248	0	1		
143		250	4	1		
143		252	2	1		
143		255	0	1		
143		256	1	1		
143		275	2	1		
143		276	0	1		
143		279	0	2		
143		316	2	0		
143		317	0	1		
143		318	4	6		
143		325	2	8		
143		327	2	0		
143		330	1	3		
143		333	4	1		
143		337	2	2		
143		450	3	1		
143		455	1	8		
143		457	3	0		
143		460	0	1		
143		466	4	1		
143		470	0	1		
143		473	2	1		
144		1	3	4		
144		2	0	8		
144		6	3	0		
144		10	2	0		
144		16	2	5		
144		19	2	8		
144		21	2	1		
144		22	1	6		
144		25	3	2		
144		29	3	9		
144		32	3	7		
144		47	4	2		
144		50	4	6		
144		60	0	11		
144		63	2	1		
144		70	2	0		
144		81	2	6		
144		110	2	0		
144		153	1	0		
144		158	0	1		
144		159	2	2		
144		160	0	0		
144		161	2	0		
144		163	2	0		
144		165	2	0		
144		185	1	0		
144		194	2	1		
144		196	1	0		
144		198	3	0		
144		204	2	0		
144		208	1	0		
144		223	3	1		
144		235	3	5		
144		247	3	5		
144		253	3	3		
144		288	2	6		
144		290	3	6		
144		308	3	1		
144		316	3	0		
144		318	3	6		
144		319	3	6		
144		329	3	0		
144		337	2	2		
144		457	2	0		
144		466	3	1		
144		471	3	1		
144		474	2	0		
144		494	2	0		
145		32	2	7		
145		50	4	6		
145		153	1	0		
145		288	3	6		
145		329	2	0		
145		457	3	0		
148		1	4	4		
148		17	4	2		
148		21	3	1		
148		29	4	9		
148		32	4	7		
148		47	3	2		
148		50	4	6		
148		70	4	0		
148		123	4	2		
148		161	3	0		
148		180	3	1		
148		266	1	2		
148		457	4	0		
148		471	3	1		
149		1	2	4		
149		5	1	1		
149		9	1	0		
149		10	2	0		
149		19	1	8		
149		23	2	0		
149		50	2	6		
149		104	2	1		
149		122	1	1		
149		160	0	0		
149		161	1	0		
149		163	3	0		
149		180	3	1		
149		193	2	2		
149		198	3	0		
149		237	0	1		
149		317	1	1		
150		17	4	2		
150		105	4	2		
150		154	2	2		
150		233	2	2		
150		265	2	2		
150		306	2	2		
150		307	4	2		
150		308	2	1		
150		457	2	0		
151		50	4	6		
151		318	4	6		
152		6	3	0		
152		47	4	2		
152		50	4	6		
152		110	4	0		
152		196	3	0		
152		316	3	0		
152		318	4	6		
152		457	3	0		
153		110	4	0		
153		288	4	6		
153		290	4	6		
154		1	3	4		
154		2	3	8		
154		6	3	0		
154		10	3	0		
154		19	0	8		
154		21	1	1		
154		24	2	2		
154		32	3	7		
154		47	2	2		
154		50	4	6		
154		62	2	2		
154		69	3	1		
154		104	3	1		
154		110	3	0		
154		153	0	0		
154		165	3	0		
154		180	3	1		
154		196	1	0		
154		208	1	0		
154		231	2	1		
154		253	3	3		
154		288	3	6		
154		316	3	0		
154		327	3	0		
154		329	3	0		
154		337	3	2		
154		338	2	0		
154		457	2	0		
155		1	3	4		
155		5	3	1		
155		25	3	2		
155		32	3	7		
155		47	3	2		
155		50	3	6		
155		110	2	0		
155		223	3	1		
155		231	3	1		
155		288	3	6		
155		318	4	6		
155		457	2	0		
156		6	1	0		
156		7	1	1		
156		25	3	2		
156		32	1	7		
156		62	4	2		
156		64	0	1		
156		79	2	2		
156		100	2	2		
156		102	0	1		
156		104	0	1		
157		1	4	4		
157		5	2	1		
157		7	3	1		
157		9	4	0		
157		32	4	7		
157		63	3	1		
157		104	4	1		
157		135	3	1		
157		494	3	0		
158		6	4	0		
158		10	2	0		
158		16	4	5		
158		21	4	1		
158		25	4	2		
158		47	4	2		
158		50	4	6		
158		79	2	2		
158		162	2	10		
158		198	4	0		
158		203	2	1		
158		218	3	1		
158		234	2	1		
158		235	2	5		
158		236	2	1		
158		247	4	5		
158		252	2	1		
158		253	2	3		
158		288	4	6		
158		316	1	0		
158		319	4	6		
158		327	3	0		
158		329	2	0		
158		454	3	2		
158		457	3	0		
160		9	1	0		
160		20	0	0		
160		70	3	0		
160		110	3	0		
160		153	1	0		
160		160	1	0		
160		165	3	0		
160		316	1	0		
160		329	3	0		
160		457	4	0		
160		464	2	0		
161		1	1	4		
161		47	3	2		
161		50	2	6		
161		62	1	2		
161		110	2	0		
161		163	0	0		
161		186	1	1		
161		253	2	3		
161		282	2	2		
161		318	4	6		
161		457	2	0		
161		466	1	1		
162		1	3	4		
162		10	3	0		
162		47	4	2		
162		110	3	0		
162		185	3	0		
162		224	3	1		
162		253	4	3		
162		475	4	5		
163		11	2	1		
163		16	3	5		
163		17	2	2		
163		21	2	1		
163		22	0	6		
163		25	4	2		
163		32	3	7		
163		47	4	2		
163		50	4	6		
163		153	1	0		
163		161	2	0		
163		208	3	0		
163		223	4	1		
163		231	0	1		
163		235	2	5		
163		246	3	10		
163		253	2	3		
163		277	2	11		
163		288	4	6		
163		316	1	0		
163		329	0	0		
164		6	4	0		
164		10	2	0		
164		32	2	7		
164		47	4	2		
164		153	2	0		
164		160	3	0		
164		165	4	0		
164		186	1	1		
164		196	3	0		
164		208	1	0		
164		231	4	1		
164		256	3	1		
164		266	2	2		
164		288	4	6		
164		315	0	0		
164		316	4	0		
164		318	4	6		
164		454	2	2		
164		457	4	0		
164		474	3	0		
165		11	2	1		
165		223	2	1		
166		6	3	0		
166		161	3	0		
166		316	3	0		
166		457	4	0		
167		1	4	4		
167		6	4	0		
167		25	3	2		
167		32	4	7		
167		62	3	2		
167		65	3	1		
167		104	3	1		
168		1	4	4		
168		21	4	1		
170		1	2	4		
170		2	1	8		
170		10	2	0		
170		19	1	8		
170		21	2	1		
170		32	3	7		
170		47	3	2		
170		50	3	6		
170		104	3	1		
170		165	2	0		
170		180	4	1		
170		208	1	0		
170		223	3	1		
170		231	0	1		
170		318	3	6		
170		337	2	2		
171		1	4	4		
171		21	1	1		
171		47	4	2		
171		50	4	6		
171		69	2	1		
171		104	4	1		
171		110	4	0		
171		165	3	0		
171		180	3	1		
171		208	3	0		
171		216	3	1		
171		231	3	1		
171		318	4	6		
171		333	4	1		
171		454	3	2		
172		10	2	0		
172		110	4	0		
172		153	2	0		
172		165	3	0		
172		185	2	0		
172		186	1	1		
172		207	2	2		
172		208	1	0		
172		256	2	1		
172		457	2	0		
173		1	3	4		
173		2	2	8		
173		5	2	1		
173		6	3	0		
173		7	3	1		
173		9	3	0		
173		11	4	1		
173		20	3	0		
173		21	3	1		
173		22	3	6		
173		23	1	0		
173		24	4	2		
173		47	3	2		
173		50	2	6		
173		57	1	1		
173		62	2	2		
173		68	3	1		
173		70	3	0		
173		79	2	2		
173		86	2	8		
173		94	2	1		
173		100	2	2		
173		105	2	2		
173		132	2	0		
173		153	2	0		
173		160	2	0		
173		161	3	0		
173		164	2	0		
173		165	4	0		
173		185	2	0		
173		194	2	1		
173		195	2	1		
173		196	3	0		
173		207	3	2		
173		208	2	0		
173		225	3	2		
173		230	3	6		
173		231	1	1		
173		236	3	1		
173		237	2	1		
173		252	3	1		
173		253	2	3		
173		256	2	1		
173		257	3	0		
173		277	3	11		
173		280	4	2		
173		281	2	1		
173		289	2	1		
173		317	3	1		
173		318	4	6		
173		329	2	0		
173		338	2	0		
173		454	2	2		
173		457	4	0		
173		474	4	0		
173		475	3	5		
173		494	3	0		
174		17	4	2		
174		208	0	0		
174		247	4	5		
174		265	4	2		
174		318	4	6		
174		334	2	1		
175		1	3	4		
175		6	4	0		
175		19	0	8		
175		21	0	1		
175		25	1	2		
175		32	3	7		
175		47	0	2		
175		50	4	6		
175		104	4	1		
175		105	3	2		
175		110	4	0		
175		208	0	0		
175		223	4	1		
175		253	2	3		
175		288	4	6		
175		306	4	2		
175		307	4	2		
175		308	4	1		
175		318	4	6		
175		454	2	2		
175		457	4	0		
176		110	3	0		
176		153	3	0		
176		161	3	0		
176		165	2	0		
176		208	2	0		
176		231	2	1		
176		253	2	3		
176		316	3	0		
176		457	3	0		
177		1	3	4		
177		6	2	0		
177		25	4	2		
177		32	3	7		
177		62	3	2		
177		79	2	2		
177		135	2	1		
177		494	2	0		
178		1	3	4		
178		17	4	2		
178		110	2	0		
178		318	4	6		
178		457	3	0		
178		471	3	1		
179		1	4	4		
179		6	4	0		
179		24	2	2		
179		29	3	9		
179		32	4	7		
179		50	4	6		
179		81	0	6		
179		110	3	0		
179		163	3	0		
179		235	4	5		
179		288	2	6		
179		316	3	0		
179		455	3	8		
179		471	4	1		
180		2	3	8		
180		7	4	1		
180		50	4	6		
182		1	3	4		
182		2	2	8		
182		5	3	1		
182		6	4	0		
182		7	3	1		
182		11	4	1		
182		16	2	5		
182		17	4	2		
182		21	4	1		
182		24	3	2		
182		25	3	2		
182		28	3	2		
182		31	2	5		
182		45	2	1		
182		46	2	1		
182		50	4	6		
182		57	3	1		
182		60	2	11		
182		62	3	2		
182		64	2	1		
182		72	2	1		
182		78	3	2		
182		81	2	6		
182		82	3	1		
182		83	2	2		
182		86	2	8		
182		100	3	2		
182		105	3	2		
182		110	3	0		
182		113	3	6		
182		122	2	1		
182		125	1	1		
182		135	2	1		
182		151	4	0		
182		153	2	0		
182		155	3	0		
182		160	1	0		
182		161	4	0		
182		164	3	0		
182		168	2	0		
182		169	2	8		
182		179	2	2		
182		186	2	1		
182		187	1	1		
182		191	2	2		
182		193	2	2		
182		194	3	1		
182		195	4	1		
182		201	2	2		
182		203	4	1		
182		205	3	1		
182		207	3	2		
182		208	2	0		
182		211	3	2		
182		215	2	2		
182		218	3	1		
182		222	4	2		
182		223	2	1		
182		224	2	1		
182		225	2	2		
182		229	3	2		
182		230	4	6		
182		231	1	1		
182		232	4	1		
182		236	3	1		
182		237	2	1		
182		241	2	2		
182		242	4	5		
182		247	3	5		
182		249	3	5		
182		252	2	1		
182		253	3	3		
182		254	2	5		
182		263	2	2		
182		265	3	2		
182		266	2	2		
182		276	3	1		
182		278	2	1		
182		281	3	1		
182		282	3	2		
182		289	2	1		
182		290	3	6		
182		314	3	2		
182		316	3	0		
182		317	1	1		
182		318	4	6		
182		324	4	1		
182		329	3	0		
182		334	3	1		
182		336	2	2		
182		337	4	2		
182		450	2	1		
182		451	2	2		
182		454	3	2		
182		455	4	8		
182		465	3	0		
182		469	2	2		
182		471	1	1		
182		472	1	1		
182		473	1	1		
182		475	3	5		
182		476	2	12		
182		491	3	2		
182		492	3	1		
183		2	3	8		
183		62	4	2		
183		105	4	2		
183		110	4	0		
183		114	4	2		
183		154	4	2		
183		213	3	2		
183		230	4	6		
183		265	4	2		
183		314	3	2		
183		317	4	1		
183		318	4	6		
183		329	4	0		
184		2	1	8		
184		47	4	2		
184		50	4	6		
184		110	4	0		
185		62	2	2		
185		105	4	2		
185		455	2	8		
186		50	4	6		
186		154	3	2		
186		247	4	5		
186		319	4	6		
186		457	1	0		
186		495	4	2		
187		2	1	8		
187		10	2	0		
187		110	1	0		
187		185	1	0		
187		208	2	0		
187		231	1	1		
188		17	4	2		
188		28	4	2		
188		110	4	0		
188		153	2	0		
188		252	2	1		
188		256	2	1		
188		266	2	2		
188		276	1	1		
188		277	2	11		
188		282	2	2		
188		289	2	1		
188		316	2	0		
188		329	2	0		
188		454	2	2		
188		457	3	0		
188		474	2	0		
189		1	3	4		
189		6	4	0		
189		17	3	2		
189		21	3	1		
189		22	3	6		
189		32	3	7		
189		47	2	2		
189		62	3	2		
189		110	4	0		
189		208	2	0		
189		457	3	0		
189		474	2	0		
189		494	2	0		
190		1	3	4		
190		2	3	8		
190		7	1	1		
190		32	2	7		
190		110	3	0		
190		161	2	0		
190		188	0	0		
190		196	0	0		
190		198	0	0		
190		231	0	1		
190		236	1	1		
190		316	2	0		
190		329	3	0		
191		318	3	6		
191		466	3	1		
192		6	2	0		
192		31	2	5		
192		47	3	2		
192		50	3	6		
192		153	1	0		
192		253	2	3		
192		288	2	6		
192		326	3	2		
193		2	2	8		
193		10	2	0		
193		11	2	1		
193		19	0	8		
193		21	4	1		
193		22	2	6		
193		23	1	0		
193		31	2	5		
193		45	2	1		
193		47	2	2		
193		50	3	6		
193		60	2	11		
193		110	2	0		
193		151	2	0		
193		153	1	0		
193		160	2	0		
193		161	3	0		
193		163	2	0		
193		165	2	0		
193		169	1	8		
193		185	2	0		
193		195	2	1		
193		196	2	0		
193		198	2	0		
193		200	1	2		
193		204	3	0		
193		208	2	0		
193		210	2	0		
193		222	3	2		
193		223	1	1		
193		225	2	2		
193		227	2	0		
193		230	2	6		
193		231	0	1		
193		232	4	1		
193		234	0	1		
193		235	0	5		
193		236	2	1		
193		241	2	2		
193		246	2	10		
193		252	2	1		
193		253	1	3		
193		257	3	0		
193		265	3	2		
193		266	2	2		
193		276	2	1		
193		279	4	2		
193		282	2	2		
193		288	0	6		
193		314	2	2		
193		315	1	0		
193		316	3	0		
193		317	2	1		
193		318	4	6		
193		329	2	0		
193		330	2	3		
193		332	1	3		
193		337	0	2		
193		338	2	0		
193		450	2	1		
193		454	2	2		
193		455	2	8		
193		457	3	0		
193		458	2	2		
193		460	2	1		
193		466	2	1		
193		468	2	1		
193		471	1	1		
193		474	2	0		
193		491	2	2		
193		493	2	6		
194		1	4	4		
194		5	4	1		
194		7	3	1		
194		17	3	2		
194		25	3	2		
194		32	2	7		
194		62	4	2		
194		63	4	1		
194		65	4	1		
194		104	4	1		
194		135	3	1		
195		17	3	2		
196		1	3	4		
196		2	2	8		
196		10	3	0		
196		11	4	1		
196		25	1	2		
196		60	2	11		
196		104	3	1		
196		110	4	0		
196		155	2	0		
196		161	3	0		
196		163	2	0		
196		165	3	0		
196		181	0	0		
196		204	2	0		
196		258	2	8		
196		316	3	0		
196		317	3	1		
196		318	4	6		
196		329	3	0		
196		337	2	2		
196		454	4	2		
196		457	4	0		
196		458	3	2		
196		466	2	1		
197		16	4	5		
197		21	3	1		
197		99	3	10		
197		231	3	1		
197		454	2	2		
197		492	4	1		
198		1	3	4		
198		6	3	0		
198		16	3	5		
198		19	1	8		
198		32	3	7		
198		47	4	2		
198		50	4	6		
198		104	3	1		
198		110	3	0		
198		153	2	0		
198		161	3	0		
198		165	3	0		
198		180	4	1		
198		208	2	0		
198		216	3	1		
198		223	3	1		
198		231	3	1		
198		288	3	6		
198		316	3	0		
198		318	4	6		
198		333	3	1		
198		471	3	1		
198		475	3	5		
199		2	3	8		
199		153	3	0		
199		165	3	0		
199		231	1	1		
199		253	3	3		
199		316	2	0		
199		329	2	0		
199		457	4	0		
